m3.xlarge,100.0,0.007433113345100147,5
m3.2xlarge,100.0,0.007775869103966053,10
c3.2xlarge,99.8547215496368,0.00807954398708636,11
c3.4xlarge,99.8996956281129,0.008275344147758715,22
c4.8xlarge,98.57191431485889,0.008377808001813444,52
c3.xlarge,99.76040877197272,0.00898040730508765,5
c4.4xlarge,97.46145356031974,0.009219432088029696,23
c4.2xlarge,98.16361009769594,0.009316652383634093,11
c3.8xlarge,99.51849614441562,0.009529819480473333,44
m3.large,100.0,0.009889019402202413,2
c3.large,99.3644452514981,0.010298880213062162,2
c4.xlarge,97.17259163750231,0.010685580524344573,5
m4.4xlarge,95.70089001907184,0.011782092339478693,19
m3.medium,95.92858492348385,0.011955951256376343,1
m4.large,94.68602677729588,0.01271298133132189,2
m4.2xlarge,92.71657537025766,0.012567443410717912,9
m4.xlarge,94.71009286607594,0.012924927489955032,4
c4.large,93.86526982580095,0.013438248264100373,2
r3.2xlarge,90.14226836807482,0.013774243084726955,10
r3.4xlarge,91.44793436982019,0.01420032311533539,20
r3.8xlarge,85.44692649421847,0.017015164308894423,40
r3.xlarge,85.07101458505828,0.017293474937902044,5
m4.10xlarge,77.42061936495492,0.01597693714883054,48
r3.large,85.0696687275076,0.018060551813232434,2
