0.0088,0.14682747771368643
0.0089,2.475091767173571
0.009,6.156266386995281
0.0091,10.8023072889355
0.0092,19.38122705820661
0.0093,22.29680125852124
0.0094,28.578919769271106
0.0095,37.860513896172
0.0096,41.49973780807551
0.0097,47.99160985841636
0.0098,55.1651809124279
0.0099,62.38070267435762
0.01,68.6837965390666
0.0101,73.39276350288411
0.0102,77.14735186156267
0.0103,80.75511274252753
0.0104,83.77556371263765
0.0105,86.29260618772942
0.0106,87.86575773466177
0.0107,89.68012585212377
0.0108,91.26376507603567
0.0109,92.20765600419507
0.011,93.15154693235448
0.0111,94.0115364446775
0.0112,95.04981646565285
0.0113,95.47981122181437
0.0114,96.26638699528056
0.0115,97.07393812270581
0.0116,97.24174095437861
0.0117,97.45149449396958
0.0118,97.56685894074462
0.0119,97.74514944939696
0.012,97.860513896172
0.0121,97.99685369690614
0.0122,98.16465652857892
0.0123,98.38489774514944
0.0124,98.57367593078133
0.0125,98.80440482433141
0.0126,98.9512323020451
0.0127,99.19244887257473
0.0128,99.4441531200839
0.0129,99.58049292081805
0.013,99.70634504457263
0.0131,99.77975878342947
0.0132,99.84268484530676
0.0133,99.86366019926585
0.0134,99.88463555322497
0.0135,99.8951232302045
0.0137,99.90561090718406
0.0139,99.92658626114316
0.0144,99.93707393812271
0.0149,99.94756161510226
0.015,99.95804929208181
0.0158,99.96853696906135
0.0162,99.9790246460409
0.0167,99.98951232302045
0.0185,100.0
